AID,SCID,AH_PVT,Sup_Parent,Parent_Div,Agr_1,Agr_2,Agr_3,Agr_4,Ima_1,Ima_2,Ima_3,Ima_4
96614976,185,123,1,Married,4,4,2,1,4,2,2,2
99576431,090,113,1,Married,4,3,2,2,3,2,3,2
90571276,077,111,2,Married,5,4,2,2,3,2,2,2
93506103,012,79,2,Married,3,3,2,3,3,2,3,1
94714943,034,114,NA,Married,NA,NA,NA,NA,NA,NA,NA,NA
98504921,077,66,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
90576646,168,94,1,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
91715893,187,102,2,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
93575250,039,79,2,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
93572161,044,NA,1,Divorced,4,3,2,3,2,2,2,2
96571851,040,95,1,Divorced,4,5,1,2,2,2,2,1
93570254,171,105,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
95575369,013,128,2,Married,3,4,3,2,5,2,2,1
98578334,068,111,1,NA,5,5,2,2,5,1,2,1
95571268,077,64,2,Divorced,5,4,1,1,1,2,4,1
97711272,076,98,2,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
91571707,050,101,1,Married,5,4,2,2,5,2,2,2
57272130,078,83,NA,Married,NA,NA,NA,NA,NA,NA,NA,NA
99506992,042,110,1,Married,4,2,2,2,4,2,2,1
94574030,007,103,2,Married,4,3,3,4,3,3,3,3
96572664,270,99,2,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
93713294,142,120,1,Married,4,4,2,2,5,1,1,2
97574436,077,99,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
92578935,158,101,2,Married,4,4,4,4,5,2,4,2
92574929,999,NA,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
91572365,020,98,1,Married,4,2,2,2,4,2,3,3
93718273,070,101,2,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
95500085,269,116,1,Married,5,5,2,4,4,2,4,2
94506999,012,101,2,Married,1,1,5,5,5,1,1,1
99676851,121,115,2,Married,4,3,2,2,4,4,3,1
95716150,174,107,1,Divorced,4,4,2,2,3,3,4,3
94578340,077,83,2,Divorced,4,4,1,5,3,3,1,2
98576416,270,88,NA,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
90712345,090,82,1,Divorced,5,5,1,1,5,3,2,1
92572923,187,97,1,Married,5,3,2,1,3,2,2,2
96578313,157,88,2,Married,4,4,2,2,4,2,4,2
91575302,999,95,2,Divorced,5,4,1,2,5,2,2,1
96576992,179,119,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
95575235,088,106,2,Married,4,3,3,3,4,4,4,2
94578642,019,112,NA,Married,4,4,1,2,4,2,2,1
95570588,053,113,NA,Married,4,3,2,2,3,2,2,3
91572460,149,122,1,Married,4,4,3,2,4,2,2,2
98718248,041,104,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
91711865,077,95,2,Married,4,4,2,3,4,2,3,2
96540859,106,96,1,Married,5,4,2,2,4,2,2,2
97572962,160,95,1,Married,3,2,2,2,3,2,3,2
91573199,085,106,1,Divorced,4,4,3,3,3,3,3,2
90719937,172,95,2,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
95886993,025,91,1,Married,5,3,2,3,5,3,3,1
98578245,071,108,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
91885922,064,76,2,Divorced,4,4,2,2,5,2,2,1
96715198,062,83,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
91575336,152,NA,1,Married,5,4,5,5,2,3,4,2
98575190,067,93,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
98504202,053,89,1,Divorced,4,2,3,5,5,3,3,1
98576951,068,96,2,Divorced,5,4,2,2,4,2,2,2
94572385,154,104,1,Married,4,4,2,2,3,2,2,2
98577181,133,115,1,Divorced,5,5,1,1,4,2,2,2
95577928,077,NA,2,Married,5,4,3,2,3,3,3,3
95571100,055,108,1,Divorced,5,4,2,2,5,2,2,2
99719939,013,113,1,Divorced,4,4,5,5,4,2,4,2
98576893,084,111,2,Married,3,3,3,2,3,2,3,2
95573614,077,92,1,Married,4,2,3,4,3,3,4,4
92716333,074,129,2,Married,5,5,2,2,4,2,3,1
99506695,203,126,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
90576891,019,95,2,Married,5,4,5,4,5,4,3,1
90718320,006,76,2,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
98575946,155,NA,2,Divorced,4,4,3,3,4,2,2,2
98500755,065,96,1,Married,5,4,2,3,4,2,3,2
94575033,171,86,2,Divorced,2,3,NA,4,4,4,2,NA
94570433,093,116,1,Divorced,2,2,3,3,3,3,3,2
93578101,058,79,2,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
92578318,022,111,2,NA,4,3,2,2,4,3,3,2
97508562,034,108,2,Married,2,4,5,4,3,1,1,2
91881982,074,118,1,Divorced,4,3,3,3,5,2,2,1
94590357,044,110,1,Married,4,4,2,2,3,2,2,1
92574112,085,101,2,Married,4,4,2,4,4,2,2,2
93570998,158,109,2,Married,4,3,3,4,4,3,3,1
99579941,079,103,1,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
95590357,144,101,1,Married,5,4,2,2,5,3,3,1
93575170,152,94,2,Married,4,4,2,2,4,3,3,2
95714944,019,115,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
99503909,056,77,1,NA,4,3,2,3,3,2,3,2
94619162,040,100,1,Divorced,4,5,2,4,3,3,2,2
93546470,077,77,1,NA,3,3,2,3,2,3,3,2
94718366,047,110,1,Divorced,4,2,1,2,5,2,2,1
96506926,092,111,1,Divorced,5,4,1,2,4,2,2,2
95590152,162,97,2,Divorced,4,4,2,2,4,3,3,2
95570686,068,136,NA,Married,3,2,4,4,5,2,2,2
92712044,012,98,NA,Divorced,5,5,1,1,3,3,3,3
98573112,067,107,1,Married,4,2,2,2,4,2,2,2
91716291,085,113,2,Married,4,4,2,2,4,2,3,2
94576349,024,107,1,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
90678970,040,106,2,Married,2,2,3,5,5,2,3,2
95711263,074,95,NA,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
91718010,118,106,2,Married,4,2,3,2,5,2,1,4
98579968,057,98,2,Divorced,4,2,2,2,5,2,4,2
98710951,060,87,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
91574186,078,98,1,Married,4,5,2,1,5,3,3,1
93576816,077,120,2,Married,4,4,3,2,2,2,4,3
98572397,075,123,1,Divorced,3,3,2,3,5,2,1,2
91614378,270,101,2,Divorced,4,4,2,2,4,3,2,2
93579949,173,115,1,Divorced,5,4,2,2,3,2,2,2
94572902,015,95,2,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
94506249,068,117,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
96576227,109,72,1,NA,4,2,2,2,4,4,4,2
98576508,146,117,2,NA,5,4,2,2,5,1,1,1
98614176,064,121,2,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
98715125,158,88,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
95572443,019,113,NA,Married,5,5,2,2,4,2,3,2
92578545,077,119,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
99578412,058,99,1,Married,5,4,2,1,4,2,2,2
90576199,127,120,1,Married,5,4,1,2,3,2,3,4
92578349,077,97,1,Married,5,4,1,2,5,2,1,1
90578803,175,113,2,Married,5,4,2,2,4,3,3,2
93579299,006,68,1,Married,4,4,2,2,4,4,2,2
98575175,154,115,1,Married,5,4,2,2,4,2,2,2
99576996,269,118,2,Married,4,4,2,2,4,2,2,2
94575214,081,NA,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
98711077,074,107,2,Married,5,4,1,1,3,2,3,2
92719935,084,113,1,Married,4,3,2,3,3,3,2,2
91587962,077,111,1,Married,5,4,2,2,4,2,2,2
93576707,070,119,2,Married,4,4,2,3,4,2,2,2
95573516,058,93,2,Divorced,4,4,2,2,3,2,3,3
98712976,091,89,2,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
97714329,119,118,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
94506996,014,113,2,Married,4,2,2,3,5,2,3,1
97571466,040,83,2,Divorced,5,2,3,3,4,4,3,2
95540136,052,119,2,Divorced,4,3,2,2,4,2,2,2
98578495,075,89,1,Married,4,4,2,2,4,2,3,2
97579944,040,114,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
95578631,033,88,2,Divorced,4,4,4,4,4,2,4,2
92574739,066,107,2,Married,4,4,2,3,4,2,2,2
93507157,127,101,1,Divorced,5,4,2,2,5,3,3,2
94579967,259,110,1,Divorced,5,5,1,1,5,1,1,1
98718270,090,97,1,Divorced,3,3,1,2,2,3,3,3
95575379,028,107,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
91576744,106,118,2,NA,4,4,3,4,4,2,5,2
91575965,058,88,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
96578840,065,99,1,Married,4,3,3,3,3,2,2,2
97578912,186,93,2,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
94506157,042,82,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
96506285,044,93,2,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
99614471,058,87,NA,Married,4,5,3,2,5,2,3,2
99574296,050,91,1,Divorced,5,3,2,4,1,2,3,3
95576841,999,104,1,Married,4,3,2,3,4,3,3,2
91578141,071,68,NA,Married,4,4,1,2,2,3,3,4
95577363,171,97,1,Married,4,4,2,2,4,3,3,2
91585928,077,120,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
92716970,070,95,1,Divorced,4,4,2,1,4,2,1,2
94578145,023,61,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
92572224,079,89,1,Divorced,5,4,1,1,4,2,2,1
99571368,014,80,2,Divorced,4,2,2,2,2,2,4,2
99571405,160,89,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
96575990,118,97,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
57258521,090,113,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
92573946,055,93,2,Divorced,4,4,2,2,4,2,2,2
94710280,081,85,1,NA,4,4,2,2,3,3,3,2
97710215,039,91,1,Divorced,5,2,2,2,2,3,4,2
91574143,171,106,1,Married,4,3,2,2,2,2,3,3
93570620,077,107,2,Divorced,4,4,2,2,4,2,4,2
90576148,050,88,1,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
99508969,029,125,1,Married,4,3,2,4,3,3,4,2
99571319,034,104,2,Divorced,4,4,2,2,4,3,3,1
96579942,092,80,2,Married,4,4,2,2,2,2,4,2
99374979,013,119,1,Divorced,5,3,2,2,4,2,3,2
99714185,091,93,2,Married,5,3,2,2,3,3,3,2
99715352,065,102,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
98540253,121,97,1,Divorced,4,4,3,2,4,2,2,2
95576363,142,81,2,Married,3,3,3,3,3,3,2,2
91504291,072,112,2,Married,4,4,2,2,4,3,3,2
97577127,193,79,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
99507018,006,89,1,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
15714117,023,80,2,Married,3,2,1,5,2,1,3,1
95578246,173,116,2,Married,4,3,2,2,4,2,3,2
97716909,012,92,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
91504904,087,106,1,Married,4,3,1,1,3,2,3,1
90572380,059,86,2,Married,4,4,2,3,4,3,3,2
99575267,158,106,2,Divorced,5,4,2,2,3,3,3,1
91578944,106,107,1,Married,4,4,2,2,5,2,2,2
94676928,080,119,2,Married,4,4,1,2,2,2,3,2
91718302,152,96,1,NA,5,4,2,1,4,3,1,1
91678775,015,82,2,Divorced,4,3,2,2,2,2,2,2
92712998,075,85,1,Married,4,4,2,2,5,2,2,1
97576724,149,111,NA,Married,NA,NA,NA,NA,NA,NA,NA,NA
93676157,114,107,NA,Married,4,5,2,1,5,2,1,1
93572928,187,85,2,Married,4,4,3,3,2,2,4,2
96717065,053,81,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
57268531,078,86,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
57136630,270,106,1,Divorced,5,4,2,2,4,2,2,2
98506689,026,98,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
91578942,010,100,NA,Married,NA,NA,NA,NA,NA,NA,NA,NA
92500653,065,81,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
91503430,028,80,2,Married,4,4,4,5,5,4,4,1
90578660,018,98,2,Married,4,2,2,4,4,2,2,2
99374974,127,123,1,Married,3,3,1,4,4,2,2,2
91578619,025,74,2,Divorced,4,4,3,4,3,3,4,2
96579262,050,110,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
94504826,029,78,1,Married,4,4,2,2,4,2,2,2
90576290,047,81,1,Married,5,4,2,3,4,2,2,2
91576693,271,92,1,Divorced,5,3,3,4,4,3,4,2
93315185,066,92,NA,Married,NA,NA,NA,NA,NA,NA,NA,NA
92710658,072,99,1,Married,3,3,3,3,3,3,1,3
99508373,041,96,2,Married,5,4,2,2,5,4,2,2
98571669,040,98,1,Married,5,1,5,5,3,3,5,1
93576590,120,100,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
91880908,146,88,1,Married,4,3,2,2,4,3,3,2
93571761,065,126,1,Married,4,4,2,2,4,2,2,2
90576595,066,115,2,Divorced,5,4,2,3,3,4,4,3
92572304,067,100,1,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
92578413,187,98,2,Divorced,4,2,2,2,2,4,2,2
94570416,012,103,2,Married,3,3,3,2,4,2,4,2
99714186,073,93,2,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
99608379,119,115,2,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
99714012,009,122,2,Divorced,5,4,2,3,4,3,1,4
95576095,033,NA,NA,Divorced,4,4,3,3,4,3,3,2
57120371,054,114,1,Married,3,3,3,3,4,2,3,2
90578946,152,110,2,Married,4,4,2,2,2,4,3,4
91579297,074,75,2,Married,3,2,4,4,3,3,3,3
92506883,055,97,2,Married,4,3,2,3,3,3,3,3
98576996,058,114,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
98577923,044,95,1,Divorced,4,4,2,2,3,3,3,2
96714895,077,62,2,Divorced,4,4,4,4,4,4,4,4
92717460,094,93,2,Married,4,3,2,2,4,2,2,2
95576787,167,96,2,NA,3,3,4,4,3,3,3,2
95506293,033,122,1,Divorced,4,4,2,2,4,2,2,2
91714216,141,NA,2,Married,5,3,3,2,3,2,2,1
97506298,062,113,2,Married,4,4,3,4,3,2,3,2
94506699,160,95,2,Divorced,4,4,2,3,4,3,2,3
99710219,149,88,1,NA,5,4,4,5,5,1,4,2
95593202,270,NA,1,NA,5,4,2,2,3,3,3,3
98713409,039,106,2,Divorced,4,3,2,3,4,3,3,2
91714396,077,89,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
91886937,075,98,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
99576291,028,106,2,Married,3,2,2,3,5,1,1,1
98718012,012,86,1,Divorced,4,3,2,3,2,2,2,4
90508465,070,88,1,Married,4,5,4,4,4,3,4,2
96676724,022,80,1,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
97570912,077,103,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
94571364,157,119,1,Married,5,5,1,1,5,2,1,2
97678471,120,114,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
93504848,054,92,1,Married,4,4,2,2,4,2,2,2
91571560,072,116,2,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
97508723,007,NA,NA,Divorced,4,4,2,2,5,2,2,2
57263479,052,80,1,Divorced,5,4,2,1,4,2,2,2
96715266,076,89,2,Divorced,5,5,2,2,5,2,2,2
91577121,077,120,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
92579942,118,118,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
99504720,077,116,1,Married,4,4,2,2,2,3,3,4
93712997,185,75,NA,Married,NA,NA,NA,NA,NA,NA,NA,NA
93576057,106,68,2,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
95711366,067,119,1,Divorced,4,2,2,2,3,1,3,1
95570479,058,120,1,Married,4,4,2,2,4,2,2,1
99575995,062,73,2,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
94540135,057,86,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
94506346,033,89,2,NA,4,3,3,2,4,2,3,1
91588965,055,127,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
90579947,017,96,1,Divorced,4,4,2,2,4,2,2,2
99579261,060,105,2,Divorced,4,4,2,2,1,3,4,4
93578290,078,115,2,Married,4,4,2,2,3,2,3,2
91586990,035,109,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
90578025,085,113,2,Married,4,4,2,2,2,3,3,2
99578836,046,114,2,Divorced,4,4,2,2,3,2,2,2
94715987,040,99,2,Divorced,4,4,2,2,2,2,3,2
97579294,122,78,2,Married,4,4,4,4,4,4,4,4
90577984,042,100,2,Divorced,4,3,3,4,3,3,3,3
92504085,078,95,1,Married,4,4,4,2,4,4,2,2
99575287,159,92,1,Married,3,3,3,2,4,3,3,2
94570527,077,108,1,Married,4,3,3,3,4,2,2,2
93578441,117,90,2,Married,5,4,2,2,5,2,2,1
97575028,121,99,1,Divorced,4,4,2,2,4,2,2,2
97577785,077,119,1,Married,3,3,1,3,5,1,1,1
90578641,055,103,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
93507952,062,90,2,Married,5,4,3,1,4,2,2,1
93576998,271,94,1,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
91785935,002,120,2,Married,5,4,1,2,5,2,2,2
93571272,269,112,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
92576830,040,NA,2,Divorced,4,3,2,3,4,3,3,2
57203959,040,86,1,NA,5,5,1,1,4,3,5,1
99579984,046,NA,1,Married,3,4,2,2,5,2,1,1
95500839,006,92,1,Divorced,4,4,2,2,4,2,2,2
93575123,070,128,NA,Married,NA,NA,NA,NA,NA,NA,NA,NA
95571018,999,68,NA,Married,5,4,3,4,2,3,3,2
94578045,078,111,1,Married,4,3,2,2,2,3,3,3
92716622,029,100,1,Divorced,5,3,1,2,5,1,2,1
90574992,013,108,2,Divorced,5,4,2,2,2,2,3,2
91584917,047,90,2,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
93574407,167,92,1,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
93506345,053,NA,NA,Married,4,3,2,3,2,3,3,4
92575119,020,88,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
99506424,050,85,2,Married,3,4,4,4,4,4,3,2
98506593,080,123,1,Divorced,4,3,2,3,5,1,2,1
92506154,091,112,1,Married,5,4,1,1,3,2,2,2
97578248,172,125,2,Married,2,2,2,4,2,2,2,2
94570854,073,110,1,Married,5,5,1,1,4,1,1,1
98714913,259,104,1,NA,1,1,2,5,5,1,1,1
98619965,999,NA,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
91578287,034,122,1,Divorced,2,1,3,5,3,3,5,3
91719932,012,101,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
57182909,049,112,1,Married,5,5,2,1,3,2,2,4
98575222,042,84,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
94717262,058,89,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
96574538,092,126,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
98506699,006,85,2,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
91579988,058,86,NA,Married,NA,NA,NA,NA,NA,NA,NA,NA
91506096,077,107,1,Married,4,2,3,3,5,1,2,1
99500221,014,98,2,Married,5,4,2,1,4,2,3,1
99716903,058,124,1,Married,4,4,2,2,5,2,2,1
92614574,270,104,NA,Married,NA,NA,NA,NA,NA,NA,NA,NA
97578298,053,95,2,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
92575905,077,83,2,Married,3,1,1,1,5,3,3,5
96578283,127,102,NA,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
93574885,029,77,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
92714195,041,124,2,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
99575831,058,77,NA,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
99578729,139,104,2,Divorced,4,4,2,2,4,2,2,2
91573036,074,99,1,Divorced,4,4,2,4,5,2,2,2
95717958,164,87,2,Married,4,2,2,4,3,2,4,2
92571273,168,88,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
99886996,086,86,1,Married,4,4,2,2,4,3,3,2
57132355,027,110,1,Divorced,3,3,3,3,4,2,3,2
95576992,020,117,1,Divorced,4,4,2,2,4,2,2,2
97711367,058,110,2,Married,5,3,1,2,2,4,4,2
91716913,019,104,2,Divorced,4,3,3,2,4,2,2,2
99570572,142,77,2,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
14614574,046,115,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
93578031,067,109,2,NA,5,4,3,3,3,2,3,2
96717961,014,100,1,Divorced,4,1,3,3,2,3,3,3
90506796,068,115,NA,Married,3,2,3,3,4,2,3,2
97575077,042,108,2,Married,5,4,3,2,5,2,2,2
91888904,058,125,2,Married,4,4,2,1,5,4,2,2
91508665,073,100,2,Divorced,5,5,3,1,5,1,1,5
94506496,371,116,2,Married,4,4,2,2,3,2,2,2
97636255,067,100,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
97572245,077,96,1,Married,4,4,2,2,4,3,3,2
94570297,144,110,1,Married,4,4,3,3,5,2,3,1
92576695,077,79,2,Divorced,4,4,2,4,4,2,2,2
57130165,065,117,1,Married,4,4,2,2,3,3,2,2
99316952,117,93,1,NA,5,5,1,1,4,2,3,2
98575224,025,111,NA,Married,NA,NA,NA,NA,NA,NA,NA,NA
91884937,068,97,2,Married,4,4,2,3,3,3,3,1
96710470,012,122,NA,Married,NA,NA,NA,NA,NA,NA,NA,NA
99579943,057,93,1,Married,5,4,1,3,1,2,4,1
98714931,073,107,1,Divorced,5,4,2,4,5,2,2,4
97576367,084,101,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
92570919,185,105,2,Divorced,4,3,3,3,2,3,3,2
95507315,058,103,2,Married,4,3,2,2,2,2,3,2
94572979,139,111,1,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
97500972,066,118,1,Married,5,4,1,1,4,2,3,2
90571602,141,96,1,Married,4,3,3,2,2,3,4,3
93576544,066,90,2,Married,4,4,2,3,4,3,2,2
93577922,172,81,1,Divorced,5,5,1,2,5,5,1,1
96714336,052,93,NA,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
94712974,039,93,1,Married,5,3,2,2,4,2,4,3
93506340,003,111,1,Married,5,5,1,1,5,2,2,1
92574214,008,120,1,Married,4,2,2,2,4,2,3,2
92579932,031,92,1,Divorced,5,4,2,5,4,3,3,2
91576391,077,83,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
92578199,193,114,1,NA,4,4,2,3,5,2,2,2
92578801,021,120,2,Divorced,4,4,3,3,4,3,2,2
91573902,015,115,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
90573217,050,123,2,Divorced,4,4,2,1,3,2,2,3
90577882,047,106,1,Married,5,4,2,2,3,2,3,2
91572043,028,63,2,Married,5,2,2,2,2,3,3,4
94576192,044,101,2,Married,4,4,1,2,4,2,2,1
96676658,044,85,1,Married,4,4,2,4,2,2,3,1
92506498,077,121,2,Married,5,4,2,1,4,2,3,2
99504841,121,104,2,Married,4,4,2,2,3,3,3,2
97570619,086,100,2,Divorced,4,3,2,3,3,2,2,2
97506995,014,85,2,Married,4,5,2,2,4,2,2,2
91571405,077,104,1,Married,3,3,4,3,3,3,3,2
95715097,056,79,1,Married,4,4,1,3,1,3,3,1
95711979,003,87,2,Divorced,4,1,4,5,2,5,1,3
94573619,066,118,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
91575236,086,117,2,Married,2,4,2,4,4,4,4,2
94579979,371,88,2,Married,4,4,2,2,3,4,3,3
96575187,120,125,NA,Married,4,4,2,2,5,2,2,1
92546996,077,96,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
96884995,020,89,1,Divorced,4,4,2,2,3,2,2,2
91572164,014,104,NA,Married,4,3,2,2,4,2,1,2
97571210,371,83,2,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
96579371,153,93,1,Divorced,5,5,3,4,4,3,2,2
91506686,074,103,2,Married,4,4,1,3,4,3,2,1
92500928,025,84,1,Married,4,4,2,3,4,2,4,2
98570227,053,104,NA,Married,4,4,2,2,3,2,3,2
98572073,152,NA,1,Married,5,5,2,1,4,1,4,2
92714014,080,112,1,Divorced,4,3,3,3,4,3,3,1
99579948,013,102,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
95575245,053,91,1,Divorced,5,3,3,2,2,3,3,3
97504004,001,93,1,Married,5,4,2,1,4,4,4,2
94572988,259,97,2,Divorced,4,4,2,2,4,2,2,2
91507851,073,NA,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
94715258,050,107,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
91880905,077,93,2,Married,3,2,4,3,4,2,3,2
90578805,014,113,1,Married,5,3,2,3,3,2,2,2
93573811,053,95,2,Married,4,3,2,2,2,3,4,4
99712975,142,88,2,Divorced,5,4,2,2,4,3,3,2
90579959,077,124,1,Divorced,5,5,1,1,5,1,1,1
92578385,118,110,2,Married,4,4,3,2,4,3,3,2
99576101,139,118,1,Divorced,4,4,1,1,5,2,2,1
96548967,141,93,2,Married,5,4,2,2,4,3,3,2
93575405,060,99,1,Divorced,4,4,2,2,4,4,4,2
96570572,155,101,NA,Married,4,3,3,3,2,3,3,3
97716335,017,107,2,Married,5,4,2,2,4,2,3,2
94316650,146,87,1,NA,4,4,2,2,1,3,3,4
91506793,077,102,2,Married,4,4,2,3,2,3,3,2
95540256,059,87,1,Divorced,5,5,1,2,3,1,2,1
94575462,040,78,1,Married,4,4,2,2,4,4,4,2
91585929,259,114,1,Divorced,5,4,2,1,4,2,2,2
95716916,142,115,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
99578443,086,88,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
97506026,008,98,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
93500252,058,119,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
90575931,077,99,1,Divorced,4,3,2,2,3,2,3,2
95578897,033,104,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
93574884,058,95,1,Divorced,4,4,2,1,4,2,2,2
99508535,041,85,1,NA,4,3,3,3,4,2,3,2
99577322,369,76,2,Married,4,4,2,2,2,2,2,2
96578340,067,101,1,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
91573890,269,107,2,Divorced,4,3,2,2,2,3,2,2
99716975,025,118,1,Married,4,4,4,2,5,1,1,1
96575980,074,91,2,NA,4,4,4,3,4,2,3,2
96718393,139,107,2,Married,5,5,2,2,5,3,3,2
91880948,154,97,2,Married,4,3,2,2,4,2,4,2
92576798,173,74,1,Married,4,4,2,2,4,4,3,3
92570620,042,89,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
57192717,046,103,2,Divorced,4,4,1,2,4,3,3,2
95711063,075,104,2,Married,4,4,2,2,2,2,2,3
97504203,044,90,2,Divorced,4,4,2,2,4,2,2,1
93575809,041,88,NA,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
91572800,152,88,2,Married,4,4,3,2,4,3,3,3
96710480,058,105,1,Divorced,4,4,2,2,2,3,3,2
99715358,142,119,1,Married,5,4,2,2,3,2,2,2
