id,cons1,cons2,cons3,cons4,cons5,cons6,cons7,cons8,cons9,cons10,cons11,cons12,cons13,cons14,cons15,SocialMedia,AnnoyingVariable,Age,Anx1,Anx2,Anx3,Anx4,Anx5,Gender,anes_0,anes_rep,anes_dem,anes_ind
691,2,2,1,1,2,3,4,3,2,1,1,4,1,1,4,1,1,60,1,1,1,5,5,1,2,NA,6,NA
692,4,5,2,4,2,4,4,2,4,5,2,4,5,2,4,1,1,33,2,1,2,1,4,2,1,2,NA,NA
693,4,2,2,2,2,5,1,2,1,1,4,2,4,4,5,2,1,31,4,5,5,3,2,2,2,NA,7,NA
694,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4,1,1,63,1,1,1,4,5,2,2,NA,7,NA
695,4,3,3,4,4,4,4,3,4,3,4,2,2,4,4,2,1,39,2,3,2,3,3,1,1,1,NA,NA
696,2,2,1,2,1,2,2,1,1,3,2,2,1,1,4,1,1,34,3,2,2,4,2,1,2,NA,7,NA
697,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,1,1,2,3,4,1,2,NA,7,NA
698,1,4,3,1,4,1,5,4,1,4,1,1,1,1,5,1,1,29,1,1,1,2,5,2,1,1,NA,NA
699,3,3,3,3,3,3,3,3,2,3,3,3,3,3,4,1,1,22,4,4,4,2,2,1,3,NA,NA,4
700,2,4,3,2,2,2,4,3,2,4,3,4,3,2,4,2,1,27,3,4,4,1,2,1,3,NA,NA,3
701,4,3,3,3,3,5,3,4,3,3,4,3,4,3,4,1,1,23,4,4,4,1,1,1,2,NA,7,NA
702,5,3,4,4,5,4,3,5,5,5,4,3,3,3,5,2,1,40,3,5,5,1,2,1,3,NA,NA,4
703,4,2,3,3,4,2,4,4,2,5,4,3,3,3,5,2,1,48,1,1,4,2,4,1,1,1,NA,NA
704,4,4,3,3,1,4,4,3,2,5,4,4,3,4,5,1,1,29,4,1,2,1,1,1,3,NA,NA,4
705,4,2,3,4,4,4,4,3,4,4,4,4,4,5,5,2,1,21,1,1,1,5,1,2,3,NA,NA,5
706,2,2,1,1,1,1,1,4,2,2,2,1,2,2,2,2,1,62,2,2,2,2,2,1,2,NA,7,NA
707,3,3,2,2,2,3,3,2,1,2,3,3,2,3,3,2,1,29,2,2,3,3,3,2,3,NA,NA,4
708,4,3,1,3,3,4,3,1,2,3,3,3,1,3,4,2,1,21,3,3,3,3,3,1,3,NA,NA,4
709,4,3,1,2,3,3,2,1,2,4,3,2,1,2,4,1,1,22,4,3,4,2,2,1,3,NA,NA,3
710,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,1,27,4,3,4,2,1,2,2,NA,6,NA
711,5,2,3,1,1,4,1,5,4,5,4,1,2,3,4,1,1,22,4,2,2,2,2,1,3,NA,NA,5
712,1,3,1,3,2,1,1,1,1,1,1,1,1,2,3,2,1,56,2,1,5,2,4,1,2,NA,7,NA
713,3,4,3,4,4,4,4,4,4,2,4,4,1,3,1,2,1,35,3,4,4,2,1,1,2,NA,6,NA
714,2,4,2,2,2,5,1,4,2,3,3,1,2,2,5,1,1,27,5,1,1,5,1,1,3,NA,NA,5
715,1,1,1,2,1,1,1,2,1,2,1,1,1,1,2,2,1,52,2,2,2,2,2,1,1,2,NA,NA
716,2,4,1,4,2,2,2,1,1,4,3,2,1,2,4,1,1,21,2,4,4,2,2,2,3,NA,NA,3
717,3,4,3,4,4,3,4,3,3,3,4,4,3,4,5,1,1,49,2,4,4,2,4,1,3,NA,NA,4
718,2,1,1,1,1,1,2,4,1,3,1,2,4,1,3,2,1,44,2,3,4,3,2,2,3,NA,NA,5
719,4,1,2,2,1,4,1,2,1,2,4,1,2,2,4,1,1,18,2,2,2,4,4,1,2,NA,7,NA
720,4,4,3,3,3,4,2,3,2,4,3,3,4,3,3,1,1,35,2,1,3,3,1,2,1,1,NA,NA
721,3,1,1,1,1,1,4,1,2,3,1,3,1,3,4,1,1,34,4,3,3,1,1,1,2,NA,7,NA
722,3,3,3,2,2,2,3,4,1,4,3,3,4,3,4,1,1,31,1,1,1,4,5,2,2,NA,7,NA
723,2,1,1,1,3,2,1,1,1,3,2,1,1,2,3,2,1,24,3,1,1,2,1,1,3,NA,NA,5
724,3,4,2,2,2,3,4,2,2,3,3,4,2,4,5,1,1,38,1,1,1,4,5,1,1,2,NA,NA
725,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,2,1,40,1,4,3,2,4,1,2,NA,7,NA
726,3,1,1,1,1,3,1,1,1,1,1,1,1,3,3,1,1,52,2,1,1,1,1,1,2,NA,6,NA
727,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,51,4,4,2,2,1,2,2,NA,6,NA
728,2,1,1,1,1,1,1,2,1,3,1,1,1,2,2,1,1,41,5,3,4,3,1,1,2,NA,7,NA
729,4,1,1,1,1,1,1,2,2,4,2,1,2,2,4,2,1,50,2,2,2,2,4,1,2,NA,7,NA
730,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,33,1,1,1,4,4,2,3,NA,NA,5
731,2,4,1,1,1,2,4,4,5,3,3,4,4,4,3,2,1,68,1,1,2,5,5,1,1,1,NA,NA
732,4,3,4,3,3,4,3,2,3,3,4,3,2,3,3,2,1,23,3,3,3,2,4,1,1,2,NA,NA
733,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,51,1,3,1,1,4,1,2,NA,7,NA
734,4,3,2,2,3,3,4,2,2,4,3,3,3,3,4,1,1,35,3,4,5,1,3,1,3,NA,NA,5
735,2,3,3,3,2,2,4,1,2,1,2,3,2,2,4,1,1,50,2,2,2,2,2,1,2,NA,6,NA
736,1,1,1,1,1,1,1,3,1,3,1,1,3,1,3,1,1,37,1,1,1,2,4,2,2,NA,7,NA
737,2,1,1,3,4,2,1,3,3,2,2,1,2,2,5,1,1,32,1,1,1,4,5,2,3,NA,NA,3
738,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,26,2,1,1,4,4,1,2,NA,6,NA
739,3,3,2,4,4,4,4,4,4,3,3,4,4,4,4,1,1,40,2,2,1,3,1,2,1,1,NA,NA
740,1,1,2,1,2,1,1,3,1,3,1,1,1,1,3,1,1,67,4,2,4,2,2,1,2,NA,7,NA
741,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,1,1,57,1,1,3,1,4,2,1,1,NA,NA
742,4,4,1,1,2,4,4,2,1,3,3,4,4,2,3,2,1,39,1,1,1,4,5,2,2,NA,6,NA
743,3,3,2,2,2,3,2,2,2,2,2,2,2,2,3,2,1,24,2,2,2,4,4,2,2,NA,7,NA
744,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,37,1,1,1,2,4,2,3,NA,NA,5
745,3,2,1,3,1,1,1,2,1,3,2,2,3,3,4,1,1,51,1,1,1,2,5,1,2,NA,7,NA
746,4,4,5,3,4,4,4,4,5,4,4,4,4,5,4,2,1,45,1,2,2,3,2,2,2,NA,7,NA
747,4,4,4,4,4,5,3,5,3,3,5,4,3,4,5,2,1,22,3,4,5,1,4,1,3,NA,NA,4
748,3,4,4,2,4,4,4,4,3,4,3,4,3,4,3,1,1,35,2,2,2,3,4,1,3,NA,NA,4
749,3,5,1,3,3,4,4,1,2,3,2,4,1,5,5,2,1,35,1,1,3,3,5,2,1,2,NA,NA
750,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,37,5,2,4,2,1,1,2,NA,7,NA
751,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,71,1,1,1,1,4,1,2,NA,7,NA
752,2,1,1,1,1,2,1,2,1,1,2,1,2,1,4,1,1,37,2,2,4,4,2,1,2,NA,7,NA
753,1,1,1,1,1,1,1,1,1,1,3,1,1,3,4,1,1,41,1,1,1,4,4,2,2,NA,7,NA
754,4,3,1,2,1,4,2,1,1,4,5,2,1,3,3,2,1,25,4,2,4,3,1,2,2,NA,7,NA
755,4,3,2,4,4,4,3,2,2,2,4,3,2,4,5,1,1,30,4,4,2,2,2,1,3,NA,NA,4
756,3,2,2,3,3,2,2,1,3,2,2,2,1,3,3,1,1,35,1,1,2,4,3,1,2,NA,7,NA
757,2,4,3,3,2,2,3,4,3,3,3,2,2,3,4,2,1,40,2,4,3,4,2,1,2,NA,6,NA
758,1,2,3,2,2,1,1,3,1,3,2,2,1,2,3,1,1,40,3,5,5,1,1,1,2,NA,7,NA
759,1,4,1,3,4,1,4,4,4,3,4,4,2,3,4,1,1,61,3,2,2,3,3,1,3,NA,NA,3
760,1,1,1,1,1,1,2,1,1,3,1,1,1,1,2,1,1,78,1,1,1,2,4,1,3,NA,NA,4
761,5,5,4,5,5,5,4,4,4,5,5,4,4,5,5,1,1,57,2,3,3,2,3,1,3,NA,NA,3
762,5,3,3,1,2,5,4,3,4,2,4,5,2,5,5,1,1,25,1,1,1,3,3,1,2,NA,6,NA
763,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,44,2,2,2,2,2,1,2,NA,7,NA
764,1,1,1,2,3,2,1,2,1,2,3,1,2,3,4,1,1,63,4,5,4,2,1,1,3,NA,NA,5
765,3,4,3,5,4,3,2,4,1,2,5,3,3,3,5,2,1,29,4,5,5,2,1,1,3,NA,NA,5
766,3,3,3,3,5,4,2,4,3,3,4,3,3,5,5,2,1,42,1,2,3,3,5,2,1,2,NA,NA
767,3,4,2,2,2,3,4,2,2,3,4,3,2,1,5,1,1,34,4,2,3,1,2,1,2,NA,7,NA
768,2,1,1,1,1,4,1,2,1,2,1,1,1,2,2,1,1,37,2,2,2,4,2,1,2,NA,7,NA
769,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,1,31,1,1,1,5,5,2,2,NA,7,NA
770,4,4,2,2,4,2,2,4,2,5,4,4,3,2,5,2,1,40,2,4,2,1,4,2,3,NA,NA,4
771,1,2,2,2,2,3,3,2,2,4,2,3,2,2,4,2,1,36,1,1,2,4,4,1,2,NA,7,NA
772,1,3,1,2,2,1,2,1,2,2,2,1,1,2,2,2,1,22,2,2,1,2,2,1,3,NA,NA,4
773,4,5,3,5,5,4,5,3,5,4,5,5,5,5,5,1,1,45,4,2,3,3,1,1,3,NA,NA,4
774,3,3,4,2,1,4,3,4,2,5,5,3,4,2,5,1,1,55,2,4,2,4,4,2,2,NA,7,NA
775,3,3,3,3,3,5,3,5,3,3,3,3,3,3,3,2,1,59,1,1,1,5,5,1,2,NA,7,NA
776,3,2,1,3,3,2,1,3,3,4,2,1,2,2,3,1,1,42,1,2,1,2,5,2,3,NA,NA,5
777,4,3,4,3,2,4,3,4,2,2,3,1,3,3,4,2,1,54,1,1,2,4,2,1,3,NA,NA,3
778,5,4,1,5,5,5,4,1,5,4,5,3,1,5,5,2,1,40,5,3,4,1,1,1,3,NA,NA,4
779,2,2,1,2,2,3,2,2,3,3,2,2,1,3,4,2,1,55,4,2,2,3,2,1,2,NA,7,NA
780,1,2,2,1,1,2,2,2,1,4,1,2,2,1,3,1,1,43,3,4,1,2,1,1,2,NA,7,NA
781,4,5,2,1,2,5,2,2,1,5,5,2,2,2,5,1,1,28,5,5,5,1,1,1,2,NA,7,NA
782,3,2,3,1,2,2,3,5,4,3,3,4,2,4,5,2,1,53,2,1,5,5,2,1,2,NA,6,NA
783,4,3,3,4,5,2,3,2,2,2,4,3,2,4,5,1,1,22,1,2,1,4,3,1,3,NA,NA,3
784,5,4,2,5,5,2,2,3,1,3,2,4,4,3,5,2,1,21,4,4,4,1,2,1,1,2,NA,NA
785,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,20,3,4,2,3,2,4,3,NA,NA,4
786,4,4,1,1,1,4,1,1,1,4,4,2,1,4,5,2,1,21,2,2,5,4,2,1,3,NA,NA,4
787,5,5,2,1,2,3,4,2,1,5,2,4,1,1,5,1,1,26,1,1,1,5,4,2,2,NA,6,NA
788,3,3,2,2,3,4,4,4,2,1,1,1,1,2,2,1,1,23,5,4,4,4,3,1,2,NA,6,NA
789,1,1,1,1,1,2,1,2,1,3,1,1,1,2,2,2,1,68,4,3,2,4,2,1,2,NA,6,NA
790,4,3,3,3,5,3,4,4,3,5,4,4,4,4,5,2,1,37,1,1,1,5,5,2,2,NA,7,NA
791,2,2,2,2,2,2,2,3,2,3,2,2,2,2,3,2,1,29,2,2,1,2,2,2,2,NA,7,NA
792,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,24,4,4,4,3,3,1,3,NA,NA,5
793,1,1,2,1,1,1,1,3,1,1,1,1,1,1,4,2,1,65,1,1,1,5,4,2,2,NA,7,NA
794,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,65,1,1,1,3,5,1,2,NA,7,NA
795,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,40,1,1,1,5,5,2,2,NA,6,NA
796,4,3,5,4,3,1,1,5,2,2,3,2,1,1,2,2,1,69,1,1,1,3,5,2,1,1,NA,NA
797,4,3,2,5,5,3,4,2,5,5,5,4,3,5,4,2,1,22,3,3,3,1,3,1,1,2,NA,NA
798,2,2,3,1,3,3,1,5,1,4,3,2,2,5,4,2,1,31,1,1,3,2,5,1,2,NA,7,NA
799,1,3,4,4,2,1,3,4,4,2,1,4,5,5,4,1,1,41,2,2,1,4,3,1,2,NA,7,NA
800,4,4,2,3,4,4,3,2,2,4,4,4,3,4,4,1,1,25,4,4,5,2,2,2,2,NA,6,NA
801,4,4,4,4,4,4,4,4,3,3,4,3,4,3,4,1,1,27,2,2,2,2,4,1,3,NA,NA,3
802,4,1,1,1,3,4,1,1,1,5,4,1,1,3,5,2,1,20,4,2,5,2,1,1,2,NA,7,NA
803,2,1,1,3,2,2,1,1,1,3,3,1,1,2,2,2,1,48,2,2,2,3,2,2,3,NA,NA,3
804,2,2,2,2,1,1,1,3,1,1,1,1,2,2,1,2,1,64,2,1,1,3,4,1,3,NA,NA,5
805,5,5,2,2,2,5,4,2,1,4,5,5,2,5,5,2,1,38,2,1,1,5,4,2,2,NA,7,NA
806,4,2,1,1,4,3,1,2,1,5,5,2,3,4,5,2,1,28,2,2,4,4,2,1,2,NA,6,NA
807,2,1,2,1,2,2,1,4,3,2,1,4,2,5,3,1,1,25,2,3,4,2,4,2,2,NA,7,NA
808,1,1,1,1,2,1,1,3,1,4,1,1,3,2,2,2,1,65,1,1,1,5,5,2,1,1,NA,NA
809,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,23,3,2,2,4,2,2,2,NA,6,NA
810,2,2,1,2,2,2,2,2,2,3,2,2,2,3,4,1,1,45,2,2,2,3,2,1,2,NA,7,NA
811,3,4,2,3,2,3,4,2,3,5,3,3,3,1,4,1,1,40,4,3,5,2,2,1,3,NA,NA,5
812,3,2,3,2,2,2,2,3,1,4,3,3,3,3,4,2,1,41,1,4,1,2,4,2,3,NA,NA,5
813,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,59,4,2,4,2,2,1,2,NA,7,NA
814,4,2,3,1,1,2,2,4,1,4,4,4,3,4,5,1,1,20,4,5,4,5,2,2,2,NA,6,NA
815,1,2,2,2,2,1,1,4,4,5,1,2,2,3,4,1,1,29,4,4,4,1,2,1,2,NA,6,NA
816,4,3,4,2,4,4,4,3,3,4,4,4,3,4,5,1,1,20,1,1,3,2,2,1,2,NA,6,NA
817,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,25,2,1,3,2,4,2,2,NA,7,NA
818,4,4,1,2,3,4,1,1,3,2,2,2,2,4,4,2,1,48,2,2,3,4,2,1,3,NA,NA,5
819,5,4,3,3,4,4,4,3,5,5,3,4,3,4,5,2,1,47,5,4,5,2,1,1,3,NA,NA,4
820,4,4,4,4,4,4,4,4,5,4,4,4,4,5,5,1,1,41,2,2,2,4,3,1,1,2,NA,NA
821,2,2,1,4,2,2,1,1,2,4,2,2,1,3,5,1,1,59,4,1,2,3,2,2,2,NA,7,NA
822,4,3,4,3,4,5,4,3,4,3,3,4,3,4,3,2,1,21,3,3,2,2,3,1,2,NA,7,NA
823,4,3,3,3,3,4,4,3,3,4,4,4,4,4,4,2,1,40,3,3,3,3,3,1,3,NA,NA,5
824,2,2,1,2,2,2,1,4,2,4,2,1,2,2,4,1,1,29,4,4,4,2,2,1,3,NA,NA,5
825,4,2,2,2,4,4,4,3,2,4,4,2,3,4,4,2,1,45,2,4,4,1,4,1,3,NA,NA,5
826,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,48,1,1,2,4,4,1,2,NA,7,NA
827,5,1,1,1,1,4,1,5,1,5,4,1,1,2,4,1,1,55,1,1,2,1,4,1,2,NA,7,NA
828,4,4,4,1,1,4,4,5,1,1,4,4,1,2,5,1,1,26,4,4,4,1,1,1,3,NA,NA,5
829,2,1,1,1,1,3,1,1,1,3,2,1,1,1,3,1,1,24,3,3,5,2,2,3,2,NA,7,NA
830,1,1,1,2,2,1,2,1,2,4,3,4,2,1,4,2,1,58,1,4,4,2,3,1,2,NA,6,NA
831,3,3,2,4,4,4,3,2,4,3,3,4,2,3,4,1,1,56,4,4,5,3,2,1,1,1,NA,NA
832,4,4,4,4,4,4,4,2,3,4,3,3,2,3,3,1,1,31,4,4,4,2,2,1,2,NA,6,NA
833,3,2,2,2,2,3,1,2,2,3,2,1,1,2,4,2,1,58,1,1,1,2,4,1,3,NA,NA,4
834,5,3,2,4,3,4,5,2,2,4,4,3,2,5,5,2,1,26,3,5,5,1,2,1,3,NA,NA,3
835,5,5,1,5,4,2,4,1,1,2,2,4,2,3,4,2,1,52,2,1,1,3,4,1,1,1,NA,NA
836,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,40,1,1,5,2,3,1,3,NA,NA,4
837,4,3,2,2,2,4,1,3,1,2,4,2,1,4,3,1,1,64,1,1,1,2,2,1,2,NA,6,NA
838,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,49,4,4,4,1,1,1,2,NA,7,NA
839,5,2,1,4,5,4,4,1,4,4,5,2,1,5,5,2,1,29,4,4,1,1,1,1,3,NA,NA,4
840,1,1,2,1,1,1,1,4,1,1,1,1,1,2,2,1,1,30,2,3,2,3,3,1,2,NA,7,NA
841,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,59,4,4,4,2,1,1,3,NA,NA,4
842,2,2,1,1,2,1,1,1,1,1,2,1,1,2,4,2,1,24,1,2,4,2,4,1,3,NA,NA,5
843,3,4,4,3,4,4,4,3,3,3,3,4,3,3,4,1,1,24,1,1,1,5,5,1,2,NA,7,NA
844,2,3,3,1,3,2,2,4,3,4,4,4,4,2,4,1,1,19,4,2,1,3,3,1,2,NA,7,NA
845,4,3,1,3,3,4,2,1,4,4,3,3,1,3,5,1,1,57,1,1,1,3,5,1,1,2,NA,NA
846,4,1,2,2,2,4,1,3,1,3,4,1,2,2,5,2,1,28,5,2,3,4,1,1,2,NA,7,NA
847,3,2,2,3,3,4,2,3,4,2,4,3,2,3,4,2,1,57,2,4,1,2,2,1,1,1,NA,NA
848,2,2,2,1,1,2,2,2,1,5,5,2,2,3,5,2,1,29,4,4,5,2,1,2,2,NA,7,NA
849,2,2,2,2,1,2,2,2,1,1,2,2,1,2,1,2,1,38,4,4,4,3,1,1,2,NA,6,NA
850,2,3,2,2,4,2,2,3,3,5,3,2,3,2,4,2,1,50,1,2,3,2,4,1,2,NA,6,NA
851,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,1,1,45,1,2,2,2,4,1,1,1,NA,NA
852,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,2,1,33,1,1,1,5,1,2,1,2,NA,NA
853,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,1,20,4,4,5,1,1,1,3,NA,NA,5
854,2,1,2,1,1,2,1,4,3,4,2,1,4,1,4,2,1,22,5,5,5,2,1,1,2,NA,7,NA
855,4,5,5,5,4,4,5,3,5,3,5,4,5,5,4,2,1,34,4,4,4,1,1,1,1,1,NA,NA
856,4,4,4,3,4,4,4,4,5,5,3,4,4,5,5,2,1,20,4,4,4,4,4,1,3,NA,NA,4
857,4,2,4,3,2,2,2,4,3,4,4,2,4,3,4,2,1,49,2,5,2,2,2,1,3,NA,NA,5
858,4,2,1,1,2,4,1,4,1,4,4,1,1,2,4,2,1,29,4,4,5,1,1,1,3,NA,NA,5
859,2,3,1,2,2,2,3,1,1,2,2,2,1,2,3,2,1,57,2,3,3,2,2,1,2,NA,7,NA
860,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,2,1,25,2,2,3,2,2,1,2,NA,7,NA
861,1,2,2,1,1,2,2,3,3,4,2,3,2,2,4,2,1,83,2,2,2,3,2,1,2,NA,7,NA
862,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,63,5,1,2,4,1,1,2,NA,7,NA
863,2,2,1,4,2,4,4,1,1,4,4,4,1,2,4,1,1,32,1,2,5,1,2,1,2,NA,6,NA
864,2,3,3,4,4,4,4,4,2,4,4,3,3,2,5,1,1,27,3,4,5,1,3,1,3,NA,NA,3
865,4,4,2,4,4,4,4,4,3,4,4,4,4,4,4,1,1,55,2,3,1,3,4,1,2,NA,6,NA
866,3,2,2,2,3,3,3,3,2,3,3,3,3,3,4,1,1,49,3,3,2,2,3,2,2,NA,6,NA
867,2,1,1,1,1,1,1,1,1,2,1,1,1,1,5,1,1,30,1,2,1,2,4,2,2,NA,6,NA
868,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,19,2,3,1,2,2,1,2,NA,7,NA
869,3,2,2,4,4,2,2,2,2,2,3,2,2,2,2,1,1,32,2,2,3,2,3,1,2,NA,7,NA
870,3,3,3,3,3,3,3,4,3,3,4,3,4,4,4,2,1,25,1,2,2,4,4,1,1,2,NA,NA
871,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,25,3,3,4,2,2,1,2,NA,7,NA
872,2,1,1,1,1,4,1,4,1,5,2,1,3,3,4,2,1,21,2,3,4,2,2,2,3,NA,NA,5
873,5,3,2,1,2,5,4,1,1,2,4,4,2,4,5,2,1,26,1,1,1,4,2,1,2,NA,6,NA
874,3,4,1,2,4,4,4,2,4,4,5,4,4,4,4,2,1,58,3,1,2,2,1,2,1,1,NA,NA
875,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,21,2,2,2,2,3,1,2,NA,7,NA
876,4,4,3,4,5,4,4,4,3,3,4,4,4,4,4,2,1,70,2,2,1,2,4,2,1,1,NA,NA
877,3,4,2,3,3,4,3,3,2,4,4,4,3,3,5,2,1,28,3,3,4,1,2,1,3,NA,NA,4
878,4,3,4,2,4,4,3,4,2,4,4,3,3,3,4,1,1,27,2,2,4,2,2,1,3,NA,NA,5
879,4,4,1,1,1,1,5,4,1,4,4,5,1,4,4,2,1,22,2,4,4,2,4,1,2,NA,6,NA
880,4,2,2,2,3,3,2,3,2,5,2,2,1,3,4,1,1,20,4,4,2,2,2,1,3,NA,NA,5
881,2,1,1,2,1,2,1,2,1,4,3,1,1,1,4,1,1,31,1,1,3,4,5,1,2,NA,7,NA
882,3,4,3,4,3,4,3,5,3,5,4,4,5,4,5,2,1,25,3,3,3,4,2,1,2,NA,7,NA
883,2,3,1,2,2,2,2,1,1,2,2,1,1,2,2,1,1,20,4,4,4,2,2,1,1,2,NA,NA
884,1,1,1,2,1,1,1,1,1,2,3,1,1,1,3,2,1,22,2,2,2,4,2,1,3,NA,NA,3
885,2,1,1,1,1,2,1,4,1,1,1,1,2,3,3,2,1,30,2,2,1,4,1,1,2,NA,7,NA
886,3,3,2,4,3,4,3,2,4,5,5,2,1,4,4,1,1,36,4,2,4,2,2,1,3,NA,NA,3
887,5,1,2,2,4,5,2,2,1,4,5,2,2,4,5,2,1,21,2,2,2,4,4,2,3,NA,NA,5
888,4,3,2,3,4,3,2,2,2,4,5,4,2,4,5,2,1,50,1,2,2,2,4,1,1,2,NA,NA
889,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,1,33,1,1,1,4,5,2,2,NA,7,NA
890,4,4,5,5,5,5,4,5,2,5,4,4,5,2,5,2,1,31,5,1,2,1,1,1,1,2,NA,NA
891,2,1,2,2,3,2,3,4,2,3,3,3,2,1,4,1,1,52,5,3,3,1,1,1,1,2,NA,NA
892,4,1,1,2,1,1,1,2,1,4,2,1,2,1,5,1,1,59,2,2,1,4,2,2,3,NA,NA,4
893,3,3,4,4,3,2,4,4,3,4,4,4,2,4,4,1,1,38,3,1,2,3,4,1,1,1,NA,NA
894,5,5,4,2,4,4,4,4,2,4,2,4,4,2,5,2,1,31,5,2,5,2,1,1,3,NA,NA,5
895,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,35,1,2,2,5,1,1,3,NA,NA,4
896,3,4,4,5,3,2,4,2,5,3,4,5,2,5,4,2,1,36,2,2,2,3,3,1,1,1,NA,NA
897,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,1,33,4,4,1,1,2,2,3,NA,NA,4
898,4,3,2,2,2,4,2,4,4,5,4,2,3,3,5,2,1,29,5,4,5,1,1,2,2,NA,6,NA
899,4,4,3,4,3,3,4,2,4,4,4,4,3,3,3,1,1,29,3,3,2,2,3,2,1,2,NA,NA
900,2,2,2,2,2,2,2,4,4,3,3,2,2,4,4,1,1,62,2,1,1,4,4,1,2,NA,7,NA
901,1,1,2,1,2,4,1,2,1,5,2,1,4,1,5,2,1,26,2,4,4,2,1,1,2,NA,7,NA
902,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,1,42,4,4,4,2,1,2,2,NA,6,NA
903,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,2,1,18,3,4,3,4,2,2,3,NA,NA,3
904,4,5,3,4,4,4,5,3,3,3,5,5,3,4,5,1,1,38,5,2,1,1,1,1,2,NA,6,NA
905,2,2,3,4,2,2,2,4,3,4,3,4,2,2,3,2,1,23,1,2,4,2,2,1,1,2,NA,NA
906,2,4,2,3,3,4,5,3,2,3,5,4,3,3,5,1,1,23,2,1,1,2,2,2,3,NA,NA,4
907,2,2,2,2,2,3,3,4,4,3,2,2,2,3,2,1,1,57,3,2,5,2,2,1,3,NA,NA,5
908,1,1,2,5,5,1,3,1,1,4,1,3,1,3,5,2,1,43,1,1,1,4,4,2,2,NA,7,NA
909,3,4,4,5,5,3,4,4,5,3,4,4,2,3,4,2,1,40,3,2,2,4,2,1,1,1,NA,NA
910,5,3,1,5,5,5,5,5,5,5,5,5,5,5,2,1,1,29,2,2,1,1,2,1,1,2,NA,NA
911,1,1,4,3,1,4,1,5,2,3,3,1,3,1,4,1,1,32,4,3,5,2,2,1,2,NA,7,NA
912,2,1,1,1,2,2,1,4,1,4,2,1,2,1,2,2,1,28,1,2,4,1,4,1,2,NA,7,NA
913,4,3,2,4,5,4,3,4,4,4,4,4,4,4,5,1,1,56,4,2,5,2,1,1,1,2,NA,NA
914,3,4,2,3,3,3,2,1,2,3,2,2,1,2,2,1,1,36,2,2,3,5,5,2,1,2,NA,NA
915,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,4,2,2,4,3,1,2,NA,6,NA
916,4,4,3,3,5,4,4,4,2,5,5,4,4,3,5,1,1,50,1,1,1,5,5,1,3,NA,NA,4
917,3,4,4,4,4,5,5,5,5,4,3,4,3,4,5,2,1,59,1,1,1,4,5,1,1,1,NA,NA
918,5,5,5,5,5,5,5,5,5,5,3,5,5,5,3,1,1,41,1,3,2,3,1,1,3,NA,NA,5
919,2,4,2,2,2,4,4,2,2,4,4,4,2,4,5,2,1,45,1,1,1,4,5,1,2,NA,7,NA
920,3,2,4,2,2,3,2,5,1,3,4,1,4,2,4,1,1,32,4,5,4,4,2,1,2,NA,7,NA
921,3,2,1,3,3,2,2,2,1,3,3,4,2,2,3,1,1,23,3,3,2,2,2,2,2,NA,6,NA
